district,village_id,name,subdistrict,tru_2011,nearest_dist_km,covered
balangir,419843,Rinbachan,Loisinga,Rural,4.478547582100028,Covered
mayurbhanj,387959,Nabinmundhakata,Jharpokharia,Rural,4.478571283397784,Covered
koraput,429507,Podapadar,Machh Kund,Rural,4.47865253701412,Covered
koraput,429505,Silpada,Machh Kund,Rural,4.47865253701412,Covered
mayurbhanj,390760,Kanhupur,Barsahi,Rural,4.479295737055052,Covered
baleshwar,393444,Purastampur,Khaira,Rural,4.479688422139558,Covered
koraput,429542,Kantipoda,Machh Kund,Rural,4.479865150893583,Covered
kalahandi,423941,Telipalas,Dharamgarh,Rural,4.479962977993351,Covered
sambalpur,381629,Sirid,Kochinda,Rural,4.480504509325002,Covered
dhenkanal,402779,Kalapada,Nihalprasad,Rural,4.480720280504484,Covered
keonjhar,386276,Sukadala,Nayakote,Rural,4.481043948518288,Covered
keonjhar,386259,Raba,Nayakote,Rural,4.481043948518288,Covered
keonjhar,386246,Ladapani,Nayakote,Rural,4.481043948518288,Covered
nuapada,421944,Balipati,Komna,Rural,4.481272073163689,Covered
deogarh,382634,Parposi,Debagarh,Rural,4.481347555257699,Covered
deogarh,382632,Tasarda,Debagarh,Rural,4.481347555257699,Covered
deogarh,382633,Kerabahal,Debagarh,Rural,4.481347555257699,Covered
deogarh,382615,Tipirisingha,Debagarh,Rural,4.481347555257699,Covered
baleshwar,393027,Gopalpur,Remuna,Rural,4.481749559240908,Covered
mayurbhanj,389403,Kisandahi,Koliana,Rural,4.481776434727244,Covered
mayurbhanj,390110,Bachhuripal,Rasagobindapur,Rural,4.4821227476350725,Covered
sundargarh,383884,Katra,Sundargarh,Rural,4.48216952936389,Covered
keonjhar,387335,Nahangi,Sainkul,Rural,4.482273606451733,Covered
dhenkanal,403025,Bedanali,Balimi,Rural,4.482421120075824,Covered
nayagarh,405952,Serajanga,Khandapada,Rural,4.4826113886964505,Covered
ganjam,413409,Badajhola,Patapur,Rural,4.482845105805544,Covered
dhenkanal,403219,Tentulinali,Dhenkanal Sadar,Rural,4.483500841569678,Covered
mayurbhanj,388365,Gobindapur,Badampahar,Rural,4.483934965190724,Covered
nayagarh,405520,Arasahi,Dasapalla,Rural,4.484061794941714,Covered
mayurbhanj,390669,Dhanpota,Barsahi,Rural,4.48445496334349,Covered
mayurbhanj,390705,Patapur,Barsahi,Rural,4.485273388380879,Covered
mayurbhanj,387940,Belbaria,Jharpokharia,Rural,4.48540627063903,Covered
bhadrak,394441,Mohantia,Bant,Rural,4.485895933238613,Covered
kalahandi,423954,Rajmoter,Dharamgarh,Rural,4.486042880384763,Covered
mayurbhanj,388697,Sukruli,Raruan,Rural,4.486466151280521,Covered
koraput,429122,Tobhapodar,Kundura,Rural,4.486857133493867,Covered
kalahandi,422999,Bengaon,Lanjigarh,Rural,4.487353445185383,Covered
kandhamal,417275,Gadapur,Brahmanigaon,Rural,4.487667575988467,Covered
mayurbhanj,390051,Jugalkunda,Muruda,Rural,4.487711142757531,Covered
keonjhar,387329,Padanpur,Sainkul,Rural,4.4885707411261855,Covered
mayurbhanj,388555,Chakasuanpal,Jashipur,Rural,4.489057609651283,Covered
mayurbhanj,388554,Kapanda,Jashipur,Rural,4.489057609651283,Covered
nuapada,422075,Amera,Boden,Rural,4.489163128098077,Covered
keonjhar,386848,Jantia,Daitari,Rural,4.489359276567959,Covered
bargarh,380448,Padhanpali,Barapali,Rural,4.489363885192898,Covered
mayurbhanj,389883,Singimara,Suliapada,Rural,4.489825171314995,Covered
deogarh,383418,Purunapani,Reamal,Rural,4.49032288463439,Covered
kandhamal,417374,Sukalandru,Daringbadi,Rural,4.490791351020323,Covered
baleshwar,393179,Syamraipur,Nilagiri,Rural,4.491000288865515,Covered
jajapur,401474,Jenapur,Kuakhia,Rural,4.491662811245332,Covered
jajapur,401475,Bhagat Bhagaban,Kuakhia,Rural,4.491662811245332,Covered
